u_m_v,v_m_g,g_m_r,r_m_i,i_m_z,Gaia_bp_m_Gaia_rp
0.5402273890790497,0.7055949839032092,0.16562596160766319,0.06156549825082713,0.0005765432792159686,0.16495674176376163
