B_m_V,g_m_r,r_m_i,i_m_z,z_m_y,Gaia_bp_m_Gaia_rp
0.3674267765523549,0.22786555068146974,0.05447044732357753,-0.007099227429998578,-0.008749901574852004,0.3061985300013266
